# signals/systems/info/control round (corpus=enwiki): downward {Information_theory, Signal_processing, Control_theory, Systems_theory} + bidir {Control_theory, Signal_processing, Information_theory}; coh-keep Math,CS,Engineering,Physics. 2 Haiku subagents ~34.5k tok.
# cols: a<TAB>b<TAB>stratum<TAB>walk_len<TAB>mu
Polygamy	File_sharing	neg	-1	0.0
Electric_battery	Directional_statistics	neg	-1	0.0
Control_theory	Variational_principles	pos_control_theory_down	2	0.60
Time–frequency_analysis	Biorthogonal_wavelets	pos_signal_process_down	2	0.80
Transfer_functions	Color_scientists	neg	-1	0.0
Digital_signal_processors	Thermodynamics_databases	neg	-1	0.0
Motion_control	Organizational_cybernetics	pos_control_theory_down	-1	0.40
Control_engineering	Color_photography	neg	-1	0.0
Control_engineering	Control_theorists	pos_control_theory_down	1	0.80
Sensors	Deaths_caused_by_robots_and_artificial_intelligence	neg	-1	0.0
Operator_theory	Convex_hull_algorithms	neg	-1	0.0
Oligarchy	Video_acceleration	neg	-1	0.0
Convex_analysis	American_control_theorists	neg	-1	0.0
Hash_functions	Feedback	neg	-1	0.0
Orbital_resonance	Caste-related_violence	neg	-1	0.0
Capacity-approaching_codes	Mathematical_physicists	neg	-1	0.0
Data_serialization_formats	Relaxation_(approximation)	neg	-1	0.0
Cybernetics	Statistical_mechanics	cross_control_theory_bnd	-1	0.20
Variational_analysts	Phonetic_guides	neg	-1	0.0
Medical_imaging	Algebra	neg	-1	0.0
Media_related_to_game_theory	ASCII_art	neg	-1	0.0
Quantum_algorithms	Coding_theory	neg	-1	0.0
Information_theory	Peercasting	neg	-1	0.0
Cyclic_redundancy_checks	Japanese_information_theorists	neg	-1	0.0
Systems_theory	File_comparison_tools	neg	-1	0.0
Social_systems_concepts	Robotics_by_company	neg	-1	0.0
Orthogonal_wavelets	String_metrics	neg	-1	0.0
Combinatorial_game_theory	Anticyclones	neg	-1	0.0
Transfer_functions	Medical_imaging_by_country	neg	-1	0.0
Combinatorial_game_theory	Calendar_algorithms	neg	-1	0.0
Detection_and_estimation_theorists	History_of_thermodynamics	neg	-1	0.0
Sign_systems	Topology	neg	-1	0.0
Quantum_computing	Freiwirtschaft	neg	-1	0.0
Compression_file_systems	Typefaces_by_script	neg	-1	0.0
Character_encoding	Writing_systems_of_Asia	neg	-1	0.0
Data_compression_researchers	Particuliere_landerijen	neg	-1	0.0
Entropy_and_information	Ideal_gas	neg	-1	0.0
Similarity_measures	Digital_manufacturing	neg	-1	0.0
